Job Title,Company,Salary,Location
Digital Banking - CV/ CVCC Phát Triển Sản Phẩm Số,Ngân Hàng TMCP Phương Đông - OCB,Lương: Cạnh tranh,Hồ Chí Minh
Nhân viên Xúc tiến Kinh doanh,Công ty TNHH Viettel - CHT,Lương: Cạnh tranh,Hà Nội
Network & Security Engineer,Công ty TNHH Viettel - CHT,Lương: Cạnh tranh,"Hà Nội
Hồ Chí Minh"
Technical Application Supervisor (D365 Business Central),CÔNG TY CP NGUYÊN LIỆU Á CHÂU,Lương: Cạnh tranh,Hồ Chí Minh
PHP Developer,Công ty TNHH Belleza Việt Nam,Lương: Cạnh tranh,Hồ Chí Minh
Data Engineer,Wanek Furniture,Lương: Cạnh tranh,Bình Dương
Business Development Manager,Công Ty Cổ Phần Thương Mại Truyền Thông Tốc Độ (SpeedPos Vietnam),"Lương: 500 - 1,000 USD",Hồ Chí Minh
Blue Team Engineer,Concung.com - Con Cung Joint Stock Company,Lương: Cạnh Tranh,Hồ Chí Minh
10 Kỹ Sư Thiết Kế Cơ Khí - R&D Mechanical Design Engineer,Tập Đoàn Karofi Holding,Lương: 12 Tr - 35 Tr VND,Hà Nội
Database Administrator,CÔNG TY TNHH SOCOTEC VIỆT NAM,Lương: 30 Tr - 45 Tr VND,Hà Nội
Senior IT Auditor,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Lương: Cạnh Tranh,Hà Nội
Nhân viên Content SEO,Hệ thống đào tạo lập trình hiện đại CodeGym Việt Nam,Lương: 12 Tr - 14 Tr VND,Hà Nội
NHÂN VIÊN TRIỂN KHAI DỰ ÁN,CÔNG TY CP THƯƠNG MẠI - DỊCH VỤ SAO NAM AN,Lương: 13 Tr - 18 Tr VND,Hồ Chí Minh
"Nhân Viên Tư Vấn Bán Hàng Hãng ACER tại Hà Nội (Thái Hà, Hà Đông)",Công ty TNHH Acer Việt Nam,Lương: 8 Tr - 15 Tr VND,Hà Nội
Software Engineer,CÔNG TY TNHH TỰ ĐỘNG HÓA ECA VIỆT NAM,Lương: Cạnh Tranh,Hồ Chí Minh
Senior Group IT Service Management Officer - Hà Nội - TA174,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
DevOps Lead,CÔNG TY TNHH THỜI TRANG VÀ MỸ PHẨM ÂU CHÂU,Lương: Cạnh Tranh,Hồ Chí Minh
CVCC Hỗ Trợ Nghiệp Vụ Quản Trị Dịch Vụ CNTT (Chính Sách Và Báo Cáo) - Hà Nội - TA174,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
Senior Backend Developer (Java) - Hà Nội - TA174,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
Digital Marketing,Công Ty TNHH Tư Vấn Kỹ Thuật Và Tin Học Thương Mại Viet C.A.D,Lương: 10 Tr - 14 Tr VND,Hồ Chí Minh
Senior Business Analyst - Hà Nội - TA174,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
Project manager (AI / Automation),CÔNG TY TNHH ASHTON FURNITURE CONSOLIDATION,Lương: 30 Tr - 50 Tr VND,Bà Rịa - Vũng Tàu
Trưởng Bộ Phận Marketing (Marketing Manager),Tập Đoàn Karofi Holding,Lương: 25 Tr - 35 Tr VND,Hà Nội
Chuyên Viên Phát Triển Và Tích Hợp Hệ Thống (Developer),Bệnh viện Đa khoa Hà Nội,Lương: 15 Tr - 30 Tr VND,Hà Nội
UX Content Writer,CÔNG TY CỔ PHẦN CITICS,Lương: Cạnh Tranh,Hồ Chí Minh
CV/CVC/CVCC Vận hành ứng dụng,Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Lương: Cạnh Tranh,Hà Nội
HCM_Giáo viên Tin học,Công ty CP IIG Việt Nam,Lương: 9 Tr - 12 Tr VND,Hồ Chí Minh
Manager - PLM & MES,CÔNG TY TNHH CRYSTAL ELEGANCE TEXTILES VIỆT NAM,Lương: Cạnh Tranh,Bình Dương
[HN] Chuyên Viên Hỗ Trợ Người Dùng / IT Helpdesk,CÔNG TY TÀI CHÍNH TÍN DỤNG TIÊU DÙNG TNHH MTV AEON,Lương: Cạnh Tranh,Hà Nội
Project Manager,Công ty TNHH Viettel - CHT,Lương: Cạnh Tranh,Hồ Chí Minh
[HN] CVCC/ CVC Vận Hành Ứng Dụng Nhóm Ứng Dụng Nội Bộ (Non-Core),CÔNG TY TÀI CHÍNH TÍN DỤNG TIÊU DÙNG TNHH MTV AEON,Lương: Cạnh Tranh,Hà Nội
[HN] Chuyên Gia An Ninh Công Nghệ,CÔNG TY TÀI CHÍNH TÍN DỤNG TIÊU DÙNG TNHH MTV AEON,Lương: Cạnh Tranh,Hà Nội
"[HN] Chuyên Gia/ Chuyên Viên Vận Hành Hệ Thống Core (T24, LOS, Card)",CÔNG TY TÀI CHÍNH TÍN DỤNG TIÊU DÙNG TNHH MTV AEON,Lương: Cạnh Tranh,Hà Nội
Nhân viên hỗ trợ người dùng và phân tích nghiệp vụ ERP,Công ty Cổ phần CANIFA,Lương: 10 Tr - 16 Tr VND,Hà Nội
Bioinformatician,CÔNG TY CỔ PHẦN GIẢI PHÁP GENE - GENE SOLUTIONS,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên Viên Phân Tích Dữ Liệu,Công ty Cổ phần CANIFA,Lương: 15 Tr - 25 Tr VND,Hà Nội
[HN] Chuyên Gia Phát Triển Hệ Thống,CÔNG TY TÀI CHÍNH TÍN DỤNG TIÊU DÙNG TNHH MTV AEON,Lương: Cạnh tranh,Hà Nội
Nhân viên phát triển kinh doanh,OLA CHAT PTE LTD,Lương: 600 - 800 USD,Hà Nội
QA Engineer (Automation / Manual),CÔNG TY CP CÔNG NGHỆ QI,Lương: 19 Tr - 22 Tr VND,Hà Nội
Senior IT Procurement Officer (Attractive Salary Package) - TA184,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội
Business Analyst (Payment/Loyalty),CÔNG TY CP CÔNG NGHỆ QI,Lương: 19 Tr - 22 Tr VND,Hà Nội
Trưởng nhóm Vận hành,CÔNG TY CỔ PHẦN KINH DOANH F88,Lương: Cạnh tranh,"Hồ Chí Minh
Hà Nội"
Business Analyst (Host App),CÔNG TY CP CÔNG NGHỆ QI,Lương: 18 Tr - 20 Tr VND,Hà Nội
Lập Trình Android (Dev BackEnd),Công ty Cổ phần Masscom Việt Nam,Lương: 15 Tr - 25 Tr VND,Hà Nội
Business Analyst (Chat Product),CÔNG TY CP CÔNG NGHỆ QI,Lương: 18 Tr - 20 Tr VND,Hà Nội
Data Analyst Manager/Workforce Manager (BPO Industry),CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Lương: Cạnh tranh,Hồ Chí Minh
Senior Backend Developer (Java),"HD SAISON Finance Co., Ltd",Lương: Cạnh tranh,Hồ Chí Minh
Giáo viên Tin học,TRƯỜNG PHỔ THÔNG LIÊN CẤP H.A.S,Lương: 10 Tr - 15 Tr VND,Hà Nội
Lập trình viên,Công Ty Cổ Phần Nhựa Hà Nội,Lương: 12 Tr - 16 Tr VND,Hà Nội
Senior IT Risk/Vendor Management (Techcom Life),NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),Lương: Cạnh tranh,Hà Nội
Data Scientist Expert - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội
Kiến trúc sư phần mềm,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS - Vietcombank Securities),Lương: Cạnh tranh,Hà Nội
"Middle/Senior Mobile Developer (Flutter, Dart, CI/CD)",Công ty Cổ phần Chứng khoán DNSE,Lương: 25 Tr - 50 Tr VND,Hà Nội
Chuyên viên Kiểm thử phần mềm,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS - Vietcombank Securities),Lương: Cạnh tranh,Hà Nội
Backend Developer (Java/Go),Công ty Cổ phần Chứng khoán DNSE,Lương: 30 Tr - 50 Tr VND,Hà Nội
Chuyên viên Phát triển Phần mềm Odoo (Developer),Tập Đoàn Karofi Holding,Lương: 30 Tr - 45 Tr VND,Hà Nội
R&D Engineer,HR Vietnam’s ESS Client,Lương: Cạnh Tranh,Hưng Yên
Senior IT Operations (Techcom Life),NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),Lương: Cạnh Tranh,Hà Nội
Trợ lý Ban lãnh đạo (Công nghệ thông tin),CÔNG TY CỔ PHẦN THỊNH CƯỜNG,Lương: 25 Tr - 35 Tr VND,Hà Nội
Kỹ Sư Kinh Doanh (ACCOUNT MANAGER),CÔNG TY CỔ PHẦN TƯ VẤN VÀ DỊCH VỤ CÔNG NGHỆ ASIC,Lương: 15 Tr - 30 Tr VND,Hồ Chí Minh
Senior AI/ML Engineer,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,Lương: Cạnh Tranh,Hồ Chí Minh
System Administrator (On-premise Infrastructure),Công ty Cổ phần Chứng khoán DNSE,Lương: 15 Tr - 25 Tr VND,Hà Nội
Senior IT Security (Techcom Life),NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),Lương: Cạnh Tranh,Hà Nội
Chuyên viên quản trị ứng dụng,Tổng công ty Cổ phần Bảo Minh,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên viên Phân tích dữ liệu (Data Analyst),KDI EDUCATION,Lương: 20 Tr - 25 Tr VND,Hồ Chí Minh
Nhân Viên IT Helpdesk/IT Support,CÔNG TY TNHH XÂY DỰNG TUẤN LÊ,Lương: 15 Tr - 17 Tr VND,Hồ Chí Minh
Chuyên Viên Vận Hành Công Nghệ (NOC),CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI (SHBFinance),Lương: Cạnh Tranh,Hà Nội
ERP Technical Lead,Công Ty TNHH Tập Đoàn Rita Võ,Lương: Cạnh Tranh,Hồ Chí Minh
Senior Financial Analyst,Nhất Tín Logistics,Lương: 15 Tr - 20 Tr VND,Hồ Chí Minh
Senior Data Engineer,CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI (SHBFinance),Lương: Cạnh Tranh,Hà Nội
"[Hà Nội] Senior Software Engineer (Java, Spring boot, SQL)",CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI (SHBFinance),Lương: Cạnh Tranh,Hà Nội
CV/CVCC Vận hành ứng dụng,CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI (SHBFinance),Lương: Cạnh Tranh,Hà Nội
Nhân viên vận hành phần mềm,BETRIMEX - Công Ty Cổ Phần Xuất Nhập Khẩu Bến Tre,Lương: Cạnh Tranh,Hồ Chí Minh
AI Prompt Training Specialist,Chương trình Học viện Công nghệ BKACAD,Lương: 8 Tr - 12 Tr VND,Hà Nội
Data Analyst,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Lương: Cạnh Tranh,Hà Nội
Business Analyst (Data/BI/Big Data),CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Lương: Cạnh Tranh,Hà Nội
Senior Data Engineer,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Lương: Cạnh Tranh,Hà Nội
Chuyên viên DevOps,LOTTE FINANCE VIETNAM,Lương: Cạnh Tranh,Hà Nội
Data Governance,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Lương: Cạnh Tranh,Hà Nội
Nhân viên hỗ trợ kỹ thuật ca đêm,CÔNG TY TNHH RICH PAY TEK,Lương: Cạnh Tranh,Hồ Chí Minh
ERP Technical Leader (Odoo),Tổng công ty Xây dựng số 1 – CTCP,Lương: Cạnh Tranh,Hồ Chí Minh
Odoo Developer,Tổng công ty Xây dựng số 1 – CTCP,Lương: Cạnh tranh,Hồ Chí Minh
CV/CVC/CVCC Quản trị hệ thống (system management ) làm việc tại Hội sở Hà Nội,Ngân hàng TMCP Việt Á – VietABank,Lương: Cạnh tranh,Hà Nội
Lập trình viên .NET,Công ty CP IIG Việt Nam,Lương: 20 Tr - 25 Tr VND,Hà Nội
Chuyên viên Quản trị dữ liệu,NGÂN HÀNG TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN VIỆT NAM HIỆN ĐẠI,Lương: Cạnh tranh,Hà Nội
Chuyên Viên Kiểm Thử phần mềm - Tester,Tổng Công ty Cổ phần Công trình Viettel,Lương: 16 Tr - 20 Tr VND,Hà Nội
Chuyên Viên Triển Khai Ứng Dụng,CÔNG TY CỔ PHẦN EPLUS RESEARCH,Lương: 25 Tr - 40 Tr VND,Hồ Chí Minh
IT OPERATION LEAD,PG GROUP,Lương: Cạnh tranh,Hồ Chí Minh
IT Helpdesk,CÔNG TY TNHH THIỀN,"Lương: 800 - 1,100 USD",Hà Nội
"Chuyên viên Tuyển dụng Khối Công Nghệ (R&D, Kỹ thuật, IT) - Talent Acquisition Specialist",Tập Đoàn Karofi Holding,Lương: 15 Tr - 18 Tr VND,Hà Nội
Senior BackEnd Developer (Java),LOTTE FINANCE VIETNAM,Lương: Cạnh tranh,Hà Nội
IT Project Coordinator,Wanek Furniture,Lương: Cạnh tranh,Bình Dương
Nhân Viên Marketing (thị trường quốc tế),Công ty TNHH Viettel - CHT,Lương: Cạnh tranh,"Hà Nội
Hồ Chí Minh"
Thực tập sinh Developer,LacViet Computing Corporation,Lương: Cạnh tranh,Hồ Chí Minh
Trưởng phòng Công nghệ thông tin (Chủ đầu tư BĐS) Đi làm ngay,Công Ty CP Đầu Tư IMG,Lương: 35 Tr - 40 Tr VND,Hồ Chí Minh
Phó Giám đốc Hạ tầng tại Phú Nhuận,Công Ty Cổ Phần Vacxin Việt Nam,Lương: Cạnh tranh,Hồ Chí Minh
Kỹ Sư Vision (3D Camera),CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,Lương: 25 Tr - 30 Tr VND,Hà Nội
Senior Data Engineer,HSC - Chứng Khoán Thành Phố Hồ Chí Minh,Lương: Cạnh tranh,Hồ Chí Minh
Chuyên viên phân tích nghiệp vụ (Business Analyst),Công ty Cổ phần thực phẩm và đồ uống Barett,Lương: 30 Tr - 35 Tr VND,Hà Nội
Business Intelligence Analyst - Retail Banking - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội
Project Manager (App Golden Stars),Công Ty Cổ Phần Tập Đoàn Golden Gate - Chi nhánh Miền Nam,Lương: Cạnh Tranh,Hà Nội
Mid/Senior Manual Tester,Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services,Lương: Cạnh Tranh,Hồ Chí Minh
IT Leader (FMCG),CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ SẢN XUẤT HƯƠNG THỦY,Lương: 25 Tr - 35 Tr VND,Hồ Chí Minh
Test Engineer,TECOTEC Technology,Lương: 8 Tr - 15 Tr VND,Hà Nội
"Nhân Viên Kỹ Thuật Thi Công Hệ Thống Mạng, Camera",CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT TẦM NHÌN,Lương: 8 Tr - 13 Tr VND,Hồ Chí Minh
Deputy Manager of Data Analytics,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Lương: Cạnh Tranh,Hà Nội
System Engineer,Công Ty TNHH Archetype Việt Nam,Lương: Cạnh Tranh,Hồ Chí Minh
Software Engineer,Công Ty TNHH Archetype Việt Nam,Lương: Cạnh Tranh,Hồ Chí Minh
Quản Lý Công Nghệ Đúc Kim Loại (Vàng/ Bạc),Headhunter HRchannels Group,"Lương: 2,500 - 3,500 USD","Hà Nam
Hà Nội
Đồng Nai"
IT Application Team Lead,"HD SAISON Finance Co., Ltd",Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên viên IT,CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Lương: 10 Tr - 15 Tr VND,Tây Ninh
Nhân Viên Công Nghệ Thông Tin,CÔNG TY CỔ PHẦN TẬP ĐOÀN ONSEN FUJI,Lương: 8 Tr - 12 Tr VND,Phú Thọ
Head of Project Management Office (PMO),HSC - Chứng Khoán Thành Phố Hồ Chí Minh,Lương: Cạnh Tranh,Hồ Chí Minh
Product Owner,Công Ty Cổ phần Tập Đoàn KIDO,Lương: 25 Tr - 45 Tr VND,Hồ Chí Minh
DevOps Engineer,Công Ty Cổ Phần Công Nghệ Sen Đỏ,Lương: Cạnh Tranh,Hồ Chí Minh
Trưởng nhóm Tuyển dụng & Đào tạo,Công Ty Cổ Phần Kỹ Thuật Môi Trường Việt An,Lương: Cạnh Tranh,Hồ Chí Minh
"Nhân Viên Kiểm Thử Phần Mềm - Middle Tester/QC (E-payment, Banking)",Công ty Cố phần giải pháp công nghệ ITE,Lương: 15 Tr - 20 Tr VND,Hà Nội
Flutter Developer (full stack),Tổng Công ty Cổ phần Công trình Viettel,Lương: 20 Tr - 25 Tr VND,Hà Nội
Data Analyst,Công Ty Cổ Phần TEECOM,Lương: Cạnh Tranh,Hồ Chí Minh
FE DEVELOPER,CÔNG TY CỔ PHẦN CÔNG NGHỆ NƯỚC - NĂNG LƯỢNG,Lương: 12 Tr - 18 Tr VND,Hồ Chí Minh
Senior IT Security (Pentest & Security Assessment),CÔNG TY CỔ PHẦN KINH DOANH F88,Lương: 25 Tr - 40 Tr VND,Hà Nội
Senior IT Security (DevSecOps),CÔNG TY CỔ PHẦN KINH DOANH F88,Lương: 25 Tr - 40 Tr VND,Hà Nội
Product Owner (Quản lý PGD/Chuỗi cửa hàng),CÔNG TY CỔ PHẦN KINH DOANH F88,Lương: Cạnh Tranh,Hà Nội
Senior Business Intelligence Analyst - Retail Banking- Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
KỸ SƯ THI CÔNG ĐIỆN,CÔNG TY TNHH NETMARKS VIỆT NAM,Lương: Lên đến 20 Tr VND,Hà Nội
Chuyên Viên Phân Tích Dữ Liệu (DA),Công Ty Cổ Phần Tân Vĩnh Cửu (Tavico group),Lương: Cạnh Tranh,Đồng Nai
Senior Finance System Analyst (ERP/Power BI),Công Ty Cổ Phần Tập Đoàn Đầu Tư Địa Ốc No Va,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên Viên Số Hóa Nghiệp Vụ Bảo Hiểm (Business Analyst),Tổng công ty Cổ phần Bảo hiểm Bưu điện,Lương: Cạnh tranh,Hà Nội
Chuyên viên Hạ tầng - Quản trị Mạng,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS - Vietcombank Securities),Lương: Cạnh tranh,Hà Nội
Nhân viên Lập trình Pos- Odoo-Python,Công ty Cổ phần CANIFA,Lương: 12 Tr - 19 Tr VND,Hà Nội
Security Compliance & Data Protection Specialist,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,Lương: Cạnh tranh,Hồ Chí Minh
Product Owner,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,Lương: Cạnh tranh,Hồ Chí Minh
Chuyên Gia Kiểm Soát Chất Lượng Sản Phẩm Công Nghệ AI (Senior AI QA/QC Engineer),Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Lương: Cạnh tranh,Hồ Chí Minh
Middle Software Engineer,MindX Technology School,Lương: 10 Tr - 35 Tr VND,Hà Nội
SAP FICO Consultant (Project 6-month Onsite),ADi Consulting's Client,Lương: Cạnh tranh,Hồ Chí Minh
Kỹ Thuật Viên Sửa Chữa Điện Thoại,CÔNG TY TNHH AI PAY,Lương: Cạnh tranh,Hồ Chí Minh
NHÂN VIÊN KỸ THUẬT (PHẦN MỀM FLEXSIM),Công ty TNHH Sài Gòn Stec,Lương: 10 Tr - 15 Tr VND,Bình Dương
IT Support (Hosting),Công ty TNHH Viettel - CHT,Lương: Cạnh tranh,Hà Nội
Kỹ sư Embedded,TECOTEC Technology,Lương: 8 Tr - 15 Tr VND,Hà Nội
Application Engineer,TECOTEC Technology,Lương: 8 Tr - 15 Tr VND,Hà Nội
Kỹ sư cơ khí,TECOTEC Technology,Lương: 8 Tr - 15 Tr VND,Hà Nội
Automation Tester,CÔNG TY CỔ PHẦN KINH DOANH F88,Lương: 20 Tr - 35 Tr VND,Hà Nội
Chuyên gia Vận hành Ứng dụng (Techcom Life),NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),Lương: Cạnh Tranh,Hà Nội
Chuyên gia Vận hành Cơ sở Dữ liệu (Techcom Life),NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),Lương: Cạnh Tranh,Hà Nội
Senior Data Governance Specialist - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
Senior Designer,Tập Đoàn Karofi Holding,Lương: 14 Tr - 18 Tr VND,Hà Nội
Chuyên viên kiểm thử phần mềm,Công ty CP IIG Việt Nam,Lương: 15 Tr - 20 Tr VND,Hà Nội
Chuyên Viên Phân Tích Số Liệu Và Báo Cáo,LOTTE FINANCE VIETNAM,Lương: Cạnh Tranh,Hà Nội
Product Owner - Digital Solution,Công Ty CP Chứng Khoán VNDIRECT,Lương: Cạnh Tranh,Hà Nội
"Chuyên viên Triển khai và Vận hành hệ thống CRM, SCM",Công ty Cổ phần Tập đoàn Hoa Sen,Lương: Cạnh Tranh,Hồ Chí Minh
Phó Tổng Giám đốc Kinh doanh,Công ty Cổ phần Tập đoàn Meey Land,Lương: Cạnh Tranh,Hà Nội
Nhân viên IT Helpdesk (Đà Nẵng),CÔNG TY CỔ PHẦN DÂY CÁP ĐIỆN VIỆT NAM - CADIVI,Lương: Cạnh Tranh,Đà Nẵng
Senior Engineer – O365 / Messaging & Collaboration - Hà Nội - TA174,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
Senior Data Engineer (Finance division) - HN - TA133,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
Bình Dương - Nhân viên IT,Cty TNHH Yakult Việt Nam,Lương: 17 Tr - 18 Tr VND,Bình Dương
Chief Technology Officer (CTO) _ SAAS,CÔNG TY TNHH DREAM TALENT,"Lương: 3,000 - 5,000 USD",Hồ Chí Minh
Chuyên Viên Cao Cấp Quản Trị Vận Hành,Công Ty CP Chứng Khoán VNDIRECT,Lương: Cạnh Tranh,Hà Nội
Backend Developer,Tổng Công Ty Cổ Phần Bảo Hiểm Ngân Hàng TMCP Công Thương Việt Nam,Lương: Cạnh Tranh,Hà Nội
DIGITAL TRANSFORMATION SPECIALIST,Công Ty CP Acecook Việt Nam,Lương: Cạnh Tranh,Hồ Chí Minh
"Senior Expert, Business Finance Analysis (Techcom Life)",NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),Lương: Cạnh Tranh,Hà Nội
Senior Backend Developer (Python/NodeJS) - Hà Nội - TA174,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
Data Engineer,"HD SAISON Finance Co., Ltd",Lương: Cạnh Tranh,Hồ Chí Minh
Mechanical Engineer,TECOTEC Technology,Lương: 8 Tr - 15 Tr VND,Hà Nội
IT Infrastructure & Security Supervisor,CÔNG TY CP NGUYÊN LIỆU Á CHÂU,Lương: Cạnh Tranh,Hồ Chí Minh
Embedded System Developer,Tập Đoàn Karofi Holding,Lương: 18 Tr - 30 Tr VND,Hà Nội
Key Account Manager,CÔNG TY TNHH TRUYỀN THÔNG VÀ TIN HỌC PAMA,Lương: Cạnh tranh,Hà Nội
Thực tập sinh QC Không lương ( Hỗ trợ dấu mộc ),LacViet Computing Corporation,Lương: Cạnh tranh,Hồ Chí Minh
Trưởng Bộ Phận Phát Triển SAP,Công Ty Cổ Phần Eurowindow,Lương: Cạnh tranh,Hà Nội
Trợ lý Chủ tịch (mảng Công nghệ),Công ty Cổ phần Tập đoàn Meey Land,Lương: Cạnh tranh,Hà Nội
Lập Trình Viên Java / Java Developer,Hệ thống Y tế Thu Cúc,Lương: Cạnh tranh,Hà Nội
CHUYÊN VIÊN CHUYỂN ĐỔI SỐ XÂY DỰNG (Chuyên môn QS),Tổng công ty Xây dựng số 1 – CTCP,Lương: Cạnh tranh,Hồ Chí Minh
"Nhân Viên IT Helpdesk tại Long Biên, HN",CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,Lương: 11 Tr - 13 Tr VND,"Hà Nội
Hưng Yên"
Nhân viên IT,Công Ty TNHH Hạt Giống C.P Việt Nam,Lương: 8 Tr - 12 Tr VND,Đồng Nai
Business Analyst Next-Gen,Công Ty CP Chứng Khoán VNDIRECT,Lương: Cạnh tranh,Hà Nội
Kỹ Sư Tự Động Hóa,CÔNG TY TNHH KỸ THUẬT ASG VIỆT NAM,Lương: 15 Tr - 25 Tr VND,Hà Nội
Trợ lý Chủ tịch (mảng Vận hành),Công ty Cổ phần Tập đoàn Meey Land,Lương: Cạnh tranh,Hà Nội
"Mobile Developer (Flutter, Android, iOS)",Tổng Công Ty Cổ Phần Bảo Hiểm Ngân Hàng TMCP Công Thương Việt Nam,Lương: Cạnh tranh,Hà Nội
Nhân viên CNTT (kiêm Quản lý tài sản),CÔNG TY CỔ PHẦN TẬP ĐOÀN BMK,Lương: Cạnh tranh,Hà Nội
Software Development Engineer Next-Gen,Công Ty CP Chứng Khoán VNDIRECT,Lương: Cạnh tranh,Hà Nội
Backend Engineer (Golang/Python),Viet Thai International,Lương: Cạnh tranh,Hồ Chí Minh
Business Analyst (BA),Công Ty Cổ Phần Đầu Tư Và Phát Triển Nhựa Gỗ Châu Âu,Lương: 10 Tr - 15 Tr VND,Hà Nội
Fullstack Developer,LacViet Computing Corporation,Lương: Cạnh tranh,Hồ Chí Minh
Nhân viên Lập trình,Công ty TNHH Bình Việt Đức (BIVID),Lương: 12 Tr - 18 Tr VND,Hồ Chí Minh
Nhân viên kinh doanh - Khu Vực Hồ Chí Minh (Tuyển gấp),Công ty Cổ phần Tập đoàn Leeon Group,Lương: 15 Tr - 25 Tr VND,Hồ Chí Minh
Senior Data Engineer - BIC - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
Business Analyst (Finance Background) - International Business Department,Tập Đoàn Karofi Holding,Lương: 20 Tr - 30 Tr VND,Hà Nội
Chuyên viên Giám sát Bảo Mật (CNTT),Công Ty Cổ Phần Tập Đoàn Đầu Tư Địa Ốc No Va,Lương: Cạnh Tranh,Hồ Chí Minh
Data Engineer,CÔNG TY CỔ PHẦN SALE PLUS,Lương: 25 Tr - 30 Tr VND,Hà Nội
Senior Security Infrastructure (Disaster Recovery) Officer,LOTTE FINANCE VIETNAM,Lương: Cạnh Tranh,Hà Nội
Expert Solution Architect,LOTTE FINANCE VIETNAM,Lương: Cạnh Tranh,Hà Nội
Quality Assurance Engineer - Financial Systems,LOTTE FINANCE VIETNAM,Lương: Cạnh Tranh,Hà Nội
